2015-11-12,20:59:08.572,510.0
2015-11-12,20:59:08.576,510.0
2015-11-12,20:59:08.580,509.0
2015-11-12,20:59:08.584,509.0
2015-11-12,20:59:08.588,509.0
2015-11-12,20:59:08.592,510.0
2015-11-12,20:59:08.596,510.0
2015-11-12,20:59:08.600,510.0
2015-11-12,20:59:08.604,510.0
2015-11-12,20:59:08.608,510.0
2015-11-12,20:59:08.612,509.0
2015-11-12,20:59:08.616,509.0
2015-11-12,20:59:08.620,508.0
2015-11-12,20:59:08.624,508.0
2015-11-12,20:59:08.628,509.0
2015-11-12,20:59:08.632,509.0
2015-11-12,20:59:08.636,510.0
2015-11-12,20:59:08.640,510.0
2015-11-12,20:59:08.644,510.0
2015-11-12,20:59:08.648,510.0
2015-11-12,20:59:08.652,510.0
2015-11-12,20:59:08.656,510.0
2015-11-12,20:59:08.660,510.0
2015-11-12,20:59:08.664,509.0
2015-11-12,20:59:08.668,509.0
2015-11-12,20:59:08.672,509.0
2015-11-12,20:59:08.676,508.0
2015-11-12,20:59:08.680,508.0
2015-11-12,20:59:08.684,507.0
2015-11-12,20:59:08.688,506.0
2015-11-12,20:59:08.692,506.0
2015-11-12,20:59:08.696,507.0
2015-11-12,20:59:08.700,507.0
2015-11-12,20:59:08.704,507.0
2015-11-12,20:59:08.708,507.0
2015-11-12,20:59:08.712,507.0
2015-11-12,20:59:08.716,507.0
2015-11-12,20:59:08.720,506.0
2015-11-12,20:59:08.724,506.0
2015-11-12,20:59:08.728,506.0
2015-11-12,20:59:08.732,505.0
2015-11-12,20:59:08.736,504.0
2015-11-12,20:59:08.740,504.0
2015-11-12,20:59:08.744,504.0
2015-11-12,20:59:08.748,503.0
2015-11-12,20:59:08.752,503.0
2015-11-12,20:59:08.756,503.0
2015-11-12,20:59:08.760,502.0
2015-11-12,20:59:08.764,501.0
2015-11-12,20:59:08.768,500.0
2015-11-12,20:59:08.772,500.0
2015-11-12,20:59:08.776,500.0
2015-11-12,20:59:08.780,500.0
2015-11-12,20:59:08.784,500.0
2015-11-12,20:59:08.788,500.0
2015-11-12,20:59:08.792,501.0
2015-11-12,20:59:08.796,501.0
2015-11-12,20:59:08.800,501.0
2015-11-12,20:59:08.804,501.0
2015-11-12,20:59:08.808,500.0
2015-11-12,20:59:08.812,499.0
2015-11-12,20:59:08.816,499.0
2015-11-12,20:59:08.820,498.0
2015-11-12,20:59:08.824,498.0
2015-11-12,20:59:08.828,498.0
2015-11-12,20:59:08.832,499.0
2015-11-12,20:59:08.836,499.0
2015-11-12,20:59:08.840,499.0
2015-11-12,20:59:08.844,499.0
2015-11-12,20:59:08.848,499.0
2015-11-12,20:59:08.852,498.0
2015-11-12,20:59:08.856,498.0
2015-11-12,20:59:08.860,498.0
2015-11-12,20:59:08.864,498.0
2015-11-12,20:59:08.868,499.0
2015-11-12,20:59:08.872,499.0
2015-11-12,20:59:08.876,499.0
2015-11-12,20:59:08.880,499.0
2015-11-12,20:59:08.884,499.0
2015-11-12,20:59:08.888,498.0
2015-11-12,20:59:08.892,498.0
2015-11-12,20:59:08.896,499.0
2015-11-12,20:59:08.900,499.0
2015-11-12,20:59:08.904,500.0
2015-11-12,20:59:08.908,500.0
2015-11-12,20:59:08.912,499.0
2015-11-12,20:59:08.916,498.0
2015-11-12,20:59:08.920,498.0
2015-11-12,20:59:08.924,498.0
2015-11-12,20:59:08.928,499.0
2015-11-12,20:59:08.932,500.0
2015-11-12,20:59:08.936,500.0
2015-11-12,20:59:08.940,501.0
2015-11-12,20:59:08.944,501.0
2015-11-12,20:59:08.948,501.0
2015-11-12,20:59:08.952,502.0
2015-11-12,20:59:08.956,502.0
2015-11-12,20:59:08.960,502.0
2015-11-12,20:59:08.964,502.0
2015-11-12,20:59:08.968,501.0
2015-11-12,20:59:08.972,500.0
2015-11-12,20:59:08.976,499.0
2015-11-12,20:59:08.980,499.0
2015-11-12,20:59:08.984,499.0
2015-11-12,20:59:08.988,500.0
2015-11-12,20:59:08.992,501.0
2015-11-12,20:59:08.996,502.0
2015-11-12,20:59:09.000,503.0
2015-11-12,20:59:09.004,502.0
2015-11-12,20:59:09.008,502.0
2015-11-12,20:59:09.012,501.0
2015-11-12,20:59:09.016,500.0
2015-11-12,20:59:09.020,500.0
2015-11-12,20:59:09.024,500.0
2015-11-12,20:59:09.028,500.0
2015-11-12,20:59:09.032,501.0
2015-11-12,20:59:09.036,501.0
2015-11-12,20:59:09.040,502.0
2015-11-12,20:59:09.044,503.0
2015-11-12,20:59:09.048,503.0
2015-11-12,20:59:09.052,503.0
2015-11-12,20:59:09.056,503.0
2015-11-12,20:59:09.060,502.0
2015-11-12,20:59:09.064,502.0
2015-11-12,20:59:09.068,502.0
2015-11-12,20:59:09.072,503.0
2015-11-12,20:59:09.076,503.0
2015-11-12,20:59:09.080,503.0
2015-11-12,20:59:09.084,503.0
2015-11-12,20:59:09.088,502.0
2015-11-12,20:59:09.092,502.0
2015-11-12,20:59:09.096,502.0
2015-11-12,20:59:09.100,503.0
2015-11-12,20:59:09.104,503.0
2015-11-12,20:59:09.108,503.0
2015-11-12,20:59:09.112,503.0
2015-11-12,20:59:09.116,501.0
2015-11-12,20:59:09.120,499.0
2015-11-12,20:59:09.124,494.0
2015-11-12,20:59:09.128,490.0
2015-11-12,20:59:09.132,488.0
2015-11-12,20:59:09.136,488.0
2015-11-12,20:59:09.140,490.0
2015-11-12,20:59:09.144,494.0
2015-11-12,20:59:09.148,498.0
2015-11-12,20:59:09.150,501.0
2015-11-12,20:59:09.154,501.0
2015-11-12,20:59:09.158,501.0
2015-11-12,20:59:09.162,501.0
2015-11-12,20:59:09.166,502.0
2015-11-12,20:59:09.170,503.0
2015-11-12,20:59:09.174,505.0
2015-11-12,20:59:09.178,506.0
2015-11-12,20:59:09.182,507.0
2015-11-12,20:59:09.186,507.0
2015-11-12,20:59:09.190,508.0
2015-11-12,20:59:09.194,508.0
2015-11-12,20:59:09.198,509.0
2015-11-12,20:59:09.202,510.0
2015-11-12,20:59:09.206,510.0
2015-11-12,20:59:09.210,510.0
2015-11-12,20:59:09.214,509.0
2015-11-12,20:59:09.218,509.0
2015-11-12,20:59:09.222,509.0
2015-11-12,20:59:09.226,509.0
2015-11-12,20:59:09.230,510.0
2015-11-12,20:59:09.234,510.0
2015-11-12,20:59:09.238,511.0
2015-11-12,20:59:09.242,511.0
2015-11-12,20:59:09.246,511.0
2015-11-12,20:59:09.250,512.0
2015-11-12,20:59:09.254,512.0
2015-11-12,20:59:09.258,513.0
2015-11-12,20:59:09.262,513.0
2015-11-12,20:59:09.266,514.0
2015-11-12,20:59:09.270,514.0
2015-11-12,20:59:09.274,514.0
2015-11-12,20:59:09.278,514.0
2015-11-12,20:59:09.282,514.0
2015-11-12,20:59:09.286,515.0
2015-11-12,20:59:09.290,516.0
2015-11-12,20:59:09.294,516.0
2015-11-12,20:59:09.298,517.0
2015-11-12,20:59:09.302,517.0
2015-11-12,20:59:09.306,517.0
2015-11-12,20:59:09.310,517.0
2015-11-12,20:59:09.314,517.0
