Index	Time Stamp	red Values
Start: 1447379165438
0	20:45:02.353	85.0
1	20:45:02.560	85.0
2	20:45:02.769	84.454619140625
3	20:45:02.987	85.0
4	20:45:03.197	85.0
5	20:45:03.393	85.0
6	20:45:03.601	81.06164388020834
7	20:45:03.787	80.53942057291667
8	20:45:03.990	79.255458984375
9	20:45:04.185	79.25724934895834
10	20:45:04.444	79.69133138020834
11	20:45:04.658	79.16950846354166
12	20:45:04.910	79.19676432291666
13	20:45:05.123	79.91297526041667
14	20:45:05.354	80.09537760416667
15	20:45:05.557	79.88470703125
16	20:45:05.807	79.76638346354167
17	20:45:05.990	79.77697265625
18	20:45:06.164	79.953779296875
19	20:45:06.331	80.40505859375
20	20:45:06.512	80.306572265625
21	20:45:06.702	80.32721354166667
22	20:45:06.901	80.42416341145834
23	20:45:07.111	80.63735026041667
24	20:45:07.313	80.19301432291667
25	20:45:07.485	80.38465169270833
26	20:45:07.657	80.42041666666667
27	20:45:07.850	80.588623046875
28	20:45:08.067	80.34845377604167
29	20:45:08.270	80.01036458333333
30	20:45:08.454	80.10310872395833
31	20:45:08.642	80.58905598958333
32	20:45:08.852	79.97939127604167
33	20:45:09.060	80.10400065104167
34	20:45:09.278	80.09527018229167
35	20:45:09.488	80.2869140625
36	20:45:09.704	80.29849283854166
37	20:45:09.914	80.09645182291666
38	20:45:10.152	80.12635091145833
39	20:45:10.376	80.22194986979167
40	20:45:10.567	82.18918294270833
41	20:45:10.801	80.49007486979167
42	20:45:11.017	80.6276171875
43	20:45:11.254	80.94182942708333
44	20:45:11.484	81.17807942708333
45	20:45:11.692	80.42022786458334
46	20:45:11.877	80.210849609375
47	20:45:12.090	80.38615559895834
48	20:45:12.297	80.50310872395833
49	20:45:12.528	80.19035807291667
50	20:45:12.716	80.68878580729167
51	20:45:12.932	80.900615234375
52	20:45:13.176	81.06918294270834
53	20:45:13.377	80.46722005208333
54	20:45:13.581	80.69335611979167
55	20:45:13.785	80.76898763020833
56	20:45:13.979	80.853671875
57	20:45:14.225	81.12976888020833
58	20:45:14.462	79.78149739583333
59	20:45:14.662	80.90518229166666
60	20:45:14.839	81.13535481770833
61	20:45:15.062	80.01550130208334
62	20:45:15.263	80.74323893229166
63	20:45:15.486	80.99926106770833
64	20:45:15.694	81.13974609375
65	20:45:15.880	81.23945963541667
66	20:45:16.091	79.81430989583333
67	20:45:16.342	80.734873046875
68	20:45:16.520	80.76858723958334
69	20:45:16.750	80.40524088541666
70	20:45:16.942	80.543671875
71	20:45:17.192	80.550166015625
72	20:45:17.414	80.84583333333333
73	20:45:17.628	80.30899739583333
74	20:45:17.832	80.66438151041666
75	20:45:18.009	80.79916341145834
76	20:45:18.183	80.99650716145834
77	20:45:18.358	80.258935546875
78	20:45:18.553	80.60337565104167
79	20:45:18.763	80.693046875
80	20:45:18.998	80.82072591145834
81	20:45:19.193	80.07479166666667
82	20:45:19.419	80.85792643229166
83	20:45:19.603	81.20604166666666
84	20:45:19.836	80.424833984375
85	20:45:20.066	80.11761393229166
86	20:45:20.301	80.76158203125
87	20:45:20.516	80.83850911458333
88	20:45:20.753	80.808564453125
89	20:45:21.006	80.913212890625
90	20:45:21.233	81.04582356770834
91	20:45:21.491	81.207314453125
92	20:45:21.689	80.035009765625
93	20:45:21.897	81.13069010416666
94	20:45:22.153	81.47057942708334
95	20:45:22.357	80.03273111979166
96	20:45:22.559	80.124169921875
97	20:45:22.784	81.22977213541667
98	20:45:23.001	80.62853841145834
99	20:45:23.219	80.31048828125
100	20:45:23.449	80.32318359375
101	20:45:23.655	80.444013671875
102	20:45:23.948	80.92392578125
103	20:45:24.175	80.59282552083333
104	20:45:24.414	80.59619791666667
105	20:45:24.611	80.87143229166666
106	20:45:24.863	81.25291666666666
107	20:45:25.048	79.95510416666667
108	20:45:25.221	80.10515625
109	20:45:25.431	80.29892578125
110	20:45:25.674	80.51729817708333
111	20:45:25.917	80.61936197916667
112	20:45:26.124	80.73703450520833
113	20:45:26.340	80.84273763020833
114	20:45:26.574	80.99809244791666
115	20:45:26.787	79.93325846354166
116	20:45:26.963	79.849990234375
117	20:45:27.156	79.86681640625
118	20:45:27.353	80.0352734375
119	20:45:27.574	80.181806640625
120	20:45:27.773	80.543876953125
121	20:45:27.953	80.75739908854166
122	20:45:28.127	80.84892252604166
123	20:45:28.337	80.06576171875
124	20:45:28.521	80.365009765625
125	20:45:28.703	80.260078125
126	20:45:28.902	80.87239908854167
127	20:45:29.108	80.30447916666667
128	20:45:29.311	79.614541015625
129	20:45:29.533	80.97041666666667
130	20:45:29.728	80.111943359375
131	20:45:29.931	80.145673828125
132	20:45:30.114	80.11074544270834
133	20:45:30.338	80.173828125
134	20:45:30.551	80.10009765625
135	20:45:30.746	80.979658203125
136	20:45:30.928	80.98421875
137	20:45:31.119	81.07917643229166
138	20:45:31.308	81.37227864583333
139	20:45:31.585	80.38186848958334
140	20:45:31.782	80.90688151041667
141	20:45:32.015	80.93527994791667
142	20:45:32.220	81.02982421875
143	20:45:32.455	80.95790690104167
144	20:45:32.707	80.89219401041667
145	20:45:32.890	80.94673177083334
146	20:45:33.074	81.034951171875
147	20:45:33.288	80.8376953125
148	20:45:33.512	80.67099609375
149	20:45:33.749	80.51524739583333
150	20:45:33.963	80.78233723958333
151	20:45:34.195	80.57568033854167
152	20:45:34.422	80.48473307291667
153	20:45:34.612	80.73967447916667
154	20:45:34.803	80.60682291666667
155	20:45:34.976	80.47063802083333
156	20:45:35.150	80.49949869791666
157	20:45:35.358	80.49251627604167
158	20:45:35.586	80.20916341145833
159	20:45:35.777	80.47689778645834
160	20:45:35.985	80.210537109375
161	20:45:36.188	80.263642578125
162	20:45:36.414	80.503544921875
163	20:45:36.648	80.01319986979166
164	20:45:36.870	80.05514322916666
165	20:45:37.072	80.14943359375
166	20:45:37.262	80.370947265625
167	20:45:37.455	80.34294921875
168	20:45:37.654	80.84336588541667
169	20:45:37.858	81.08197265625
170	20:45:38.073	81.23296223958333
171	20:45:38.273	81.4334375
172	20:45:38.496	80.06826171875
173	20:45:38.668	80.34530924479166
174	20:45:38.875	80.65134765625
175	20:45:39.084	79.92671223958334
176	20:45:39.298	80.08096028645834
177	20:45:39.487	80.807001953125
178	20:45:39.669	81.04320963541667
179	20:45:39.886	81.372666015625
180	20:45:40.099	79.79343424479167
181	20:45:40.290	80.56431315104167
182	20:45:40.486	80.49647786458333
183	20:45:40.664	80.92150390625
184	20:45:40.867	80.84841796875
185	20:45:41.092	81.11366536458333
186	20:45:41.295	81.395908203125
187	20:45:41.525	81.47095052083333
188	20:45:41.771	81.037724609375
189	20:45:41.979	80.43138346354166
190	20:45:42.191	80.787626953125
191	20:45:42.403	80.91981770833333
192	20:45:42.651	80.72750651041666
193	20:45:42.832	80.40882161458333
194	20:45:43.028	80.803525390625
195	20:45:43.216	80.88088541666667
196	20:45:43.435	80.42652994791666
197	20:45:43.660	80.4451171875
198	20:45:43.846	80.40712890625
199	20:45:44.058	80.58538411458333
200	20:45:44.297	80.60466796875
201	20:45:44.526	80.62107421875
202	20:45:44.719	80.706220703125
203	20:45:44.930	80.98307942708334
204	20:45:45.160	80.759228515625
205	20:45:45.379	80.17739908854166
206	20:45:45.561	80.32363932291666
207	20:45:45.789	80.55488932291667
208	20:45:45.976	80.175107421875
209	20:45:46.152	80.26547200520834
