Index	Time Stamp	red Values
Start: 1447628468758
0	18:00:34.555	85.0
1	18:00:34.691	85.0
2	18:00:34.760	85.0
3	18:00:34.836	85.0
4	18:00:34.901	85.0
5	18:00:34.982	85.0
6	18:00:35.046	85.0
7	18:00:35.106	85.0
8	18:00:35.165	85.0
9	18:00:35.220	84.99055989583333
10	18:00:35.272	79.90091343118686
11	18:00:35.331	79.81658380681819
12	18:00:35.389	79.66335227272727
13	18:00:35.457	79.87247474747475
14	18:00:35.521	79.93429411300505
15	18:00:35.588	79.9690459280303
16	18:00:35.653	80.06975023674242
17	18:00:35.722	80.20481178977273
18	18:00:35.794	80.10938486426768
19	18:00:35.863	79.8703736584596
20	18:00:35.921	79.93550741792929
21	18:00:35.989	79.99025410353535
22	18:00:36.051	80.01666074810606
23	18:00:36.135	80.00812815656566
24	18:00:36.199	80.04434974747475
25	18:00:36.253	80.09771543560606
26	18:00:36.325	79.91258285984848
27	18:00:36.392	79.84112610479798
28	18:00:36.453	79.97703598484848
29	18:00:36.520	80.03330176767676
30	18:00:36.595	80.00158814709596
31	18:00:36.657	80.05276396780303
32	18:00:36.723	80.16162602588383
33	18:00:36.789	79.99576822916667
34	18:00:36.876	79.81588344381314
35	18:00:36.943	78.95591658775253
36	18:00:37.011	79.03786892361111
37	18:00:37.067	79.03112176452021
38	18:00:37.122	78.94555910669192
39	18:00:37.205	79.00315656565657
40	18:00:37.259	79.02567668876263
41	18:00:37.357	78.63870146780303
42	18:00:37.417	78.49157591540404
43	18:00:37.475	78.5075165719697
44	18:00:37.527	78.58170572916667
45	18:00:37.619	78.66811671401516
46	18:00:37.674	79.6486939709596
47	18:00:37.733	79.71566248421718
48	18:00:37.789	79.69513494318181
49	18:00:37.852	79.32877604166667
50	18:00:37.920	79.34180673926768
51	18:00:37.989	79.40149542297979
52	18:00:38.052	79.40140664457071
53	18:00:38.118	79.46193379103535
54	18:00:38.189	79.53391335227273
55	18:00:38.255	79.63570273042929
56	18:00:38.348	79.74432804608585
57	18:00:38.404	79.31075402462122
58	18:00:38.459	79.20698192866162
59	18:00:38.518	79.3258759469697
60	18:00:38.587	79.30178740530303
61	18:00:38.675	79.32652698863636
62	18:00:38.757	79.36232441603535
63	18:00:38.842	79.45633088699495
64	18:00:38.898	79.60129616477273
65	18:00:38.951	79.48686079545455
66	18:00:39.004	79.1335325915404
67	18:00:39.058	79.24491990214646
68	18:00:39.120	79.28113162878788
69	18:00:39.188	79.30714370265152
70	18:00:39.273	79.31558751578282
71	18:00:39.345	79.40198863636364
72	18:00:39.432	79.4991911300505
73	18:00:39.492	79.63542653093434
74	18:00:39.546	79.4709595959596
75	18:00:39.602	79.18939393939394
76	18:00:39.656	79.31182922979798
77	18:00:39.715	79.44895241477273
78	18:00:39.784	79.45245422979798
79	18:00:39.855	79.5110381155303
80	18:00:39.945	79.59975733901516
81	18:00:40.011	79.72382023358585
82	18:00:40.077	79.77924755366162
83	18:00:40.189	79.39798374368686
84	18:00:40.279	79.36050939078282
85	18:00:40.334	79.4657315340909
86	18:00:40.405	79.46789180871212
87	18:00:40.490	79.48869554924242
88	18:00:40.567	79.55204387626263
89	18:00:40.638	79.62373737373737
90	18:00:40.693	79.68073311237374
91	18:00:40.748	79.32155539772727
92	18:00:40.816	79.29082820391415
93	18:00:40.881	79.36176215277777
94	18:00:40.956	79.42849392361111
95	18:00:41.015	79.49056976010101
96	18:00:41.075	79.55020912247475
97	18:00:41.135	79.61819365530303
98	18:00:41.208	79.67892795138889
99	18:00:41.286	79.39913786300505
100	18:00:41.343	79.20127051767676
101	18:00:41.414	79.21098682133838
102	18:00:41.471	79.29189354482324
103	18:00:41.525	79.38345367739899
104	18:00:41.616	79.47592132260101
105	18:00:41.678	79.57599431818181
106	18:00:41.767	79.64413667929293
107	18:00:41.843	79.5477627840909
108	18:00:41.904	79.24788904671718
109	18:00:41.957	79.1701783459596
110	18:00:42.033	79.28495896464646
111	18:00:42.085	79.38796164772727
112	18:00:42.138	79.48377327967172
113	18:00:42.207	79.60422585227273
114	18:00:42.265	79.73302359532828
115	18:00:42.315	79.73286576704545
116	18:00:42.368	79.40587515782828
117	18:00:42.458	79.27761994949495
118	18:00:42.560	79.35951309974747
119	18:00:42.630	79.44155421401516
120	18:00:42.695	79.50526751893939
121	18:00:42.748	79.61196930239899
122	18:00:42.820	79.69737413194444
123	18:00:42.880	79.71592881944444
124	18:00:42.944	79.32267992424242
125	18:00:43.020	79.1752288510101
126	18:00:43.097	79.2035886205808
127	18:00:43.175	79.27267795138889
128	18:00:43.267	79.28778014520202
129	18:00:43.325	79.38107638888889
130	18:00:43.382	79.4937164614899
131	18:00:43.441	79.44003511679293
132	18:00:43.499	79.18850615530303
133	18:00:43.567	79.04793047664141
134	18:00:43.650	78.9106691919192
135	18:00:43.707	79.4208984375
136	18:00:43.791	80.63577178030303
137	18:00:43.848	81.11415916982324
138	18:00:43.912	80.02136600378788
139	18:00:43.978	79.84857362689394
140	18:00:44.045	79.86270912247475
141	18:00:44.109	79.89790482954545
142	18:00:44.213	79.88524897411617
143	18:00:44.273	79.93374171401516
144	18:00:44.328	80.07450481376263
145	18:00:44.385	80.18263691603535
146	18:00:44.469	79.9885377209596
147	18:00:44.523	79.59327651515152
148	18:00:44.574	79.59401633522727
149	18:00:44.691	79.70468355429293
150	18:00:44.774	79.77322048611111
151	18:00:44.843	79.83044310290404
152	18:00:44.899	79.91362847222223
