38:44.3,487,
38:44.3,488,
38:44.3,489,
38:44.3,490,
38:44.3,492,
38:44.3,493,
38:44.3,493,
38:44.3,493,
38:44.3,492,
38:44.3,,78.1198114
38:44.3,491,
38:44.3,491,
38:44.3,491,
38:44.3,492,
38:44.3,493,
38:44.3,494,
38:44.3,495,
38:44.3,495,
38:44.3,495,
38:44.3,495,
38:44.3,494,
38:44.3,493,
38:44.3,493,
38:44.3,492,
38:44.3,,78.23732442
38:44.3,493,
38:44.3,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,493,
38:44.4,494,
38:44.4,495,
38:44.4,496,
38:44.4,495,
38:44.4,,78.2127328
38:44.4,494,
38:44.4,493,
38:44.4,492,
38:44.4,493,
38:44.4,495,
38:44.4,497,
38:44.4,500,
38:44.4,502,
38:44.4,504,
38:44.4,507,
38:44.4,510,
38:44.4,512,
38:44.4,514,
38:44.5,516,
38:44.5,517,
38:44.5,518,
38:44.5,,78.18626697
38:44.5,518,
38:44.5,519,
38:44.5,520,
38:44.5,522,
38:44.5,523,
38:44.5,525,
38:44.5,525,
38:44.5,525,
38:44.5,525,
38:44.5,525,
38:44.5,527,
38:44.5,529,
38:44.5,531,
38:44.5,531,
38:44.5,529,
38:44.5,525,
38:44.5,,77.8537721
38:44.5,521,
38:44.5,520,
38:44.5,520,
38:44.5,523,
38:44.5,527,
38:44.5,530,
38:44.5,532,
38:44.6,534,
38:44.6,537,
38:44.6,539,
38:44.6,541,
38:44.6,543,
38:44.6,543,
38:44.6,543,
38:44.6,542,
38:44.6,542,
38:44.6,543,
38:44.6,,77.88681739
38:44.6,544,
38:44.6,546,
38:44.6,547,
38:44.6,547,
38:44.6,547,
38:44.6,546,
38:44.6,545,
38:44.6,547,
38:44.6,549,
38:44.6,551,
38:44.6,551,
38:44.6,550,
38:44.6,549,
38:44.6,548,
38:44.6,547,
38:44.7,547,
38:44.7,548,
38:44.7,548,
38:44.7,548,
38:44.7,548,
38:44.7,548,
38:44.7,,78.04068024
38:44.7,548,
38:44.7,548,
38:44.7,549,
38:44.7,549,
38:44.7,548,
38:44.7,547,
38:44.7,545,
38:44.7,543,
38:44.7,543,
38:44.7,545,
38:44.7,548,
38:44.7,552,
38:44.7,554,
38:44.7,553,
38:44.7,551,
38:44.7,548,
38:44.7,547,
38:44.7,,78.08919271
38:44.7,548,
38:44.8,550,
38:44.8,552,
38:44.8,553,
38:44.8,553,
38:44.8,552,
38:44.8,551,
38:44.8,550,
38:44.8,550,
38:44.8,550,
38:44.8,551,
38:44.8,550,
38:44.8,548,
38:44.8,546,
38:44.8,544,
38:44.8,543,
38:44.8,,78.1266572
38:44.8,544,
38:44.8,545,
38:44.8,546,
38:44.8,547,
38:44.8,546,
38:44.8,546,
38:44.8,545,
38:44.8,545,
38:44.8,544,
38:44.8,544,
38:44.9,544,
38:44.9,543,
38:44.9,543,
38:44.9,543,
38:44.9,544,
38:44.9,544,
38:44.9,543,
38:44.9,541,
38:44.9,540,
38:44.9,538,
38:44.9,,78.1747455
38:44.9,538,
38:44.9,539,
38:44.9,540,
38:44.9,542,
38:44.9,542,
38:44.9,540,
38:44.9,536,
38:44.9,530,
38:44.9,524,
38:44.9,518,
38:44.9,515,
38:44.9,514,
38:44.9,514,
38:44.9,515,
38:44.9,517,
38:45.0,520,
38:45.0,524,
38:45.0,,77.88277304
38:45.0,528,
38:45.0,530,
38:45.0,531,
38:45.0,530,
38:45.0,529,
38:45.0,529,
38:45.0,530,
38:45.0,530,
38:45.0,530,
38:45.0,529,
38:45.0,527,
38:45.0,525,
38:45.0,522,
38:45.0,521,
38:45.0,520,
38:45.0,520,
38:45.0,521,
38:45.0,522,
38:45.0,,77.99019492
38:45.0,522,
38:45.0,522,
38:45.0,522,
38:45.0,521,
38:45.0,520,
38:45.1,520,
38:45.1,521,
38:45.1,522,
38:45.1,522,
38:45.1,522,
38:45.1,521,
38:45.1,519,
38:45.1,518,
38:45.1,517,
38:45.1,,78.13553504
38:45.1,518,
38:45.1,518,
38:45.1,518,
38:45.1,517,
38:45.1,516,
38:45.1,514,
38:45.1,513,
38:45.1,512,
38:45.1,512,
38:45.1,512,
38:45.1,513,
38:45.1,514,
38:45.1,513,
38:45.1,511,
38:45.1,509,
38:45.1,506,
38:45.2,503,
38:45.2,503,
38:45.2,503,
38:45.2,503,
38:45.2,503,
38:45.2,502,
38:45.2,,78.18951231
38:45.2,500,
38:45.2,499,
38:45.2,499,
38:45.2,499,
38:45.2,498,
38:45.2,497,
38:45.2,495,
38:45.2,494,
38:45.2,492,
38:45.2,491,
38:45.2,490,
38:45.2,490,
38:45.2,490,
38:45.2,490,
38:45.2,491,
38:45.2,490,
38:45.2,488,
38:45.2,485,
38:45.2,482,
38:45.2,480,
38:45.3,479,
38:45.3,,78.20704111
38:45.3,480,
38:45.3,479,
38:45.3,478,
38:45.3,477,
38:45.3,476,
38:45.3,476,
38:45.3,477,
38:45.3,479,
38:45.3,481,
38:45.3,482,
38:45.3,481,
38:45.3,480,
38:45.3,476,
38:45.3,471,
38:45.3,466,
38:45.3,461,
38:45.3,460,
38:45.3,461,
38:45.3,465,
38:45.3,,78.17620541
38:45.3,468,
38:45.3,471,
38:45.3,472,
38:45.3,472,
38:45.4,473,
38:45.4,474,
38:45.4,475,
38:45.4,476,
38:45.4,476,
38:45.4,477,
38:45.4,477,
38:45.4,477,
38:45.4,477,
38:45.4,476,
38:45.4,475,
38:45.4,474,
38:45.4,473,
38:45.4,473,
38:45.4,472,
38:45.4,,77.9154435
38:45.4,471,
38:45.4,469,
38:45.4,468,
38:45.4,468,
38:45.4,467,
38:45.4,466,
38:45.4,465,
38:45.4,465,
38:45.4,464,
38:45.4,465,
38:45.5,466,
38:45.5,467,
38:45.5,467,
38:45.5,467,
38:45.5,466,
38:45.5,464,
38:45.5,463,
38:45.5,,78.00726997
38:45.5,463,
38:45.5,464,
38:45.5,464,
38:45.5,464,
38:45.5,463,
38:45.5,461,
38:45.5,460,
38:45.5,459,
38:45.5,461,
38:45.5,462,
38:45.5,464,
38:45.5,464,
38:45.5,462,
38:45.5,460,
38:45.5,458,
38:45.5,458,
38:45.5,460,
38:45.5,463,
38:45.5,,78.10369318
38:45.6,464,
38:45.6,465,
38:45.6,464,
38:45.6,462,
38:45.6,461,
38:45.6,461,
38:45.6,462,
38:45.6,463,
38:45.6,464,
38:45.6,463,
38:45.6,462,
38:45.6,461,
38:45.6,459,
38:45.6,459,
38:45.6,458,
38:45.6,459,
38:45.6,460,
38:45.6,461,
38:45.6,462,
38:45.6,462,
38:45.6,462,
38:45.6,463,
38:45.6,464,
38:45.6,,78.15985046
38:45.6,465,
38:45.6,465,
38:45.7,464,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,463,
38:45.7,464,
38:45.7,464,
38:45.7,463,
38:45.7,461,
38:45.7,457,
38:45.7,454,
38:45.7,451,
38:45.7,449,
38:45.7,448,
38:45.7,448,
38:45.7,,78.11060803
38:45.7,449,
38:45.7,450,
38:45.7,453,
38:45.7,457,
38:45.7,461,
38:45.7,464,
38:45.8,466,
38:45.8,467,
38:45.8,467,
38:45.8,467,
38:45.8,467,
38:45.8,467,
38:45.8,467,
38:45.8,468,
38:45.8,469,
38:45.8,,78.00651042
38:45.8,470,
38:45.8,471,
38:45.8,470,
38:45.8,469,
38:45.8,468,
38:45.8,469,
38:45.8,470,
38:45.8,471,
38:45.8,472,
38:45.8,472,
38:45.8,474,
38:45.8,476,
38:45.8,477,
38:45.8,478,
38:45.8,477,
38:45.8,476,
38:45.8,475,
38:45.9,474,
38:45.9,,77.81019176
38:45.9,474,
38:45.9,475,
38:45.9,476,
38:45.9,477,
38:45.9,477,
38:45.9,476,
38:45.9,475,
38:45.9,473,
38:45.9,472,
38:45.9,473,
38:45.9,474,
38:45.9,476,
38:45.9,477,
38:45.9,477,
38:45.9,478,
38:45.9,478,
38:45.9,478,
38:45.9,,77.89423532
38:45.9,478,
38:45.9,477,
38:45.9,477,
38:45.9,476,
38:45.9,476,
38:45.9,476,
38:46.0,476,
38:46.0,476,
38:46.0,476,
38:46.0,476,
38:46.0,476,
38:46.0,476,
38:46.0,476,
38:46.0,475,
38:46.0,,77.92181581
38:46.0,475,
38:46.0,476,
38:46.0,478,
38:46.0,480,
38:46.0,481,
38:46.0,481,
38:46.0,481,
38:46.0,481,
38:46.0,482,
38:46.0,484,
38:46.0,485,
38:46.0,486,
38:46.0,487,
38:46.0,,78.01626618
38:46.0,487,
38:46.0,488,
38:46.0,488,
38:46.0,488,
38:46.1,488,
38:46.1,488,
38:46.1,488,
38:46.1,489,
38:46.1,489,
38:46.1,490,
38:46.1,491,
38:46.1,492,
38:46.1,492,
38:46.1,492,
38:46.1,491,
38:46.1,,77.98892243
38:46.1,488,
38:46.1,485,
38:46.1,481,
38:46.1,477,
38:46.1,475,
38:46.1,475,
38:46.1,477,
38:46.1,480,
38:46.1,483,
38:46.1,486,
38:46.1,489,
38:46.1,492,
38:46.1,494,
38:46.1,495,
38:46.2,496,
38:46.2,497,
38:46.2,499,
38:46.2,,77.79739781
38:46.2,500,
38:46.2,500,
38:46.2,500,
38:46.2,501,
38:46.2,502,
38:46.2,503,
38:46.2,504,
38:46.2,503,
38:46.2,501,
38:46.2,500,
38:46.2,499,
38:46.2,500,
38:46.2,501,
38:46.2,502,
38:46.2,503,
38:46.2,504,
38:46.2,,77.60475852
38:46.2,505,
38:46.2,505,
38:46.2,506,
38:46.2,507,
38:46.2,507,
38:46.2,507,
38:46.3,505,
38:46.3,504,
38:46.3,504,
38:46.3,504,
38:46.3,506,
38:46.3,507,
38:46.3,506,
38:46.3,506,
38:46.3,505,
38:46.3,506,
38:46.3,,77.70927044
38:46.3,507,
38:46.3,509,
38:46.3,509,
38:46.3,508,
38:46.3,507,
38:46.3,507,
38:46.3,507,
38:46.3,509,
38:46.3,510,
38:46.3,510,
38:46.3,510,
38:46.3,510,
38:46.3,510,
38:46.3,510,
38:46.3,509,
38:46.3,508,
38:46.4,508,
38:46.4,508,
38:46.4,511,
38:46.4,513,
38:46.4,515,
38:46.4,516,
38:46.4,516,
38:46.4,515,
38:46.4,515,
38:46.4,516,
38:46.4,517,
38:46.4,518,
38:46.4,520,
38:46.4,521,
38:46.4,522,
38:46.4,522,
38:46.4,522,
38:46.4,523,
38:46.4,524,
38:46.4,525,
38:46.4,526,
38:46.4,526,
38:46.4,526,
38:46.4,526,
38:46.5,527,
38:46.5,529,
38:46.5,,77.45678464
38:46.5,530,
38:46.5,530,
38:46.5,530,
38:46.5,530,
38:46.5,531,
38:46.5,531,
38:46.5,530,
38:46.5,529,
38:46.5,527,
38:46.5,526,
38:46.5,527,
38:46.5,529,
38:46.5,531,
38:46.5,533,
38:46.5,535,
38:46.5,535,
38:46.5,537,
38:46.5,539,
38:46.5,542,
38:46.5,546,
38:46.5,548,
38:46.5,549,
38:46.5,548,
38:46.6,547,
38:46.6,546,
38:46.6,547,
38:46.6,548,
38:46.6,550,
38:46.6,551,
38:46.6,550,
38:46.6,549,
38:46.6,547,
38:46.6,546,
38:46.6,,77.42920415
38:46.6,546,
38:46.6,546,
38:46.6,547,
38:46.6,547,
38:46.6,547,
38:46.6,546,
38:46.6,545,
38:46.6,545,
38:46.6,545,
38:46.6,546,
38:46.6,546,
38:46.6,545,
38:46.6,543,
38:46.6,541,
38:46.6,539,
38:46.7,536,
38:46.7,535,
38:46.7,534,
38:46.7,533,
38:46.7,533,
38:46.7,533,
38:46.7,534,
38:46.7,534,
38:46.7,535,
38:46.7,535,
38:46.7,534,
38:46.7,533,
38:46.7,532,
38:46.7,532,
38:46.7,,77.49027383
38:46.7,532,
38:46.7,532,
38:46.7,532,
38:46.7,531,
38:46.7,529,
38:46.7,526,
38:46.7,525,
38:46.7,524,
38:46.7,524,
38:46.7,526,
38:46.7,527,
38:46.8,529,
38:46.8,529,
38:46.8,528,
38:46.8,527,
38:46.8,526,
38:46.8,,77.5445569
38:46.8,526,
38:46.8,525,
38:46.8,524,
38:46.8,523,
38:46.8,522,
38:46.8,523,
38:46.8,525,
38:46.8,527,
38:46.8,528,
38:46.8,528,
38:46.8,527,
38:46.8,526,
38:46.8,525,
38:46.8,524,
38:46.8,523,
38:46.8,522,
38:46.8,,77.31227312
38:46.8,522,
38:46.8,522,
38:46.8,523,
38:46.8,523,
38:46.9,522,
38:46.9,521,
38:46.9,520,
38:46.9,521,
38:46.9,523,
38:46.9,526,
38:46.9,527,
38:46.9,525,
38:46.9,520,
38:46.9,513,
38:46.9,507,
38:46.9,504,
38:46.9,504,
38:46.9,,77.14203559
38:46.9,506,
38:46.9,508,
38:46.9,510,
38:46.9,511,
38:46.9,513,
38:46.9,516,
38:46.9,519,
38:46.9,522,
38:46.9,522,
38:46.9,521,
38:46.9,520,
38:46.9,520,
38:46.9,520,
38:47.0,519,
38:47.0,519,
38:47.0,,77.2911044
38:47.0,518,
38:47.0,517,
38:47.0,516,
38:47.0,516,
38:47.0,515,
38:47.0,513,
38:47.0,512,
38:47.0,511,
38:47.0,511,
38:47.0,512,
38:47.0,512,
38:47.0,513,
38:47.0,512,
38:47.0,511,
38:47.0,510,
38:47.0,509,
38:47.0,,77.30940262
38:47.0,510,
38:47.0,511,
38:47.0,512,
38:47.0,512,
38:47.0,512,
38:47.0,512,
38:47.1,512,
38:47.1,512,
38:47.1,512,
38:47.1,511,
38:47.1,510,
38:47.1,510,
38:47.1,510,
38:47.1,511,
38:47.1,513,
38:47.1,515,
38:47.1,516,
38:47.1,516,
38:47.1,514,
38:47.1,,77.32858862
38:47.1,513,
38:47.1,512,
38:47.1,510,
38:47.1,510,
38:47.1,510,
38:47.1,509,
38:47.1,509,
38:47.1,508,
38:47.1,507,
38:47.1,506,
38:47.1,506,
38:47.1,507,
38:47.2,508,
38:47.2,508,
38:47.2,,77.32736545
38:47.2,508,
38:47.2,508,
38:47.2,507,
38:47.2,507,
38:47.2,506,
38:47.2,505,
38:47.2,504,
38:47.2,503,
38:47.2,502,
38:47.2,503,
38:47.2,504,
38:47.2,505,
38:47.2,505,
38:47.2,505,
38:47.2,505,
38:47.2,503,
38:47.2,501,
38:47.2,499,
38:47.2,,77.07422861
38:47.2,498,
38:47.2,498,
38:47.2,499,
38:47.2,499,
38:47.2,499,
38:47.3,499,
38:47.3,498,
